,County,N,Party,Race,State,Year,chisquare-benford-3d,chisquare-benford-mix,chisquare-mean-sim,chisquare-uniform,lilliefors-type-test
2102,Assumption,24.0,p_democrat,USP,LA,2008,0.7450799675483422,0.755332112613,0.824235550261,0.739918292095,0.44
2103,Assumption,24.0,p_republican,USP,LA,2008,0.5923290392294516,0.62702361788,0.535756856125,0.568055367295,0.69
2104,Avoyelles,47.0,p_democrat,USP,LA,2008,0.793147721117351,0.837827762248,0.791936384139,0.783668886619,0.84
2105,Avoyelles,47.0,p_republican,USP,LA,2008,0.6343776814513269,0.561070828759,0.720267235854,0.654835735898,0.5
2106,Beauregard,46.0,p_democrat,USP,LA,2008,0.4481117041793631,0.286202359057,0.480202976136,0.457578661067,0.57
2107,Beauregard,46.0,p_republican,USP,LA,2008,0.21723415556908385,0.254890702682,0.202025944276,0.19899906919,0.49
2108,Bienville,27.0,p_democrat,USP,LA,2008,,,,,0.0
2109,Bienville,27.0,p_republican,USP,LA,2008,0.873997446425368,0.862912025072,0.928696070435,0.876968865138,0.86
2110,Bossier,77.0,p_democrat,USP,LA,2008,0.9138912147845641,0.882587431262,0.879134158794,0.917293323345,0.86
2111,Bossier,77.0,p_republican,USP,LA,2008,0.48338882944220884,0.46646886628,0.357994595501,0.476485383918,0.22
2112,Caddo,160.0,p_democrat,USP,LA,2008,0.10659389099196327,0.085456268848,0.162914587718,0.12684171342,0.6
2113,Caddo,160.0,p_republican,USP,LA,2008,0.33584234492817755,0.160401898934,0.369139310955,0.350485212323,0.39
2114,Calcasieu,120.0,p_democrat,USP,LA,2008,0.8797648372360827,0.907566958563,0.888345140242,0.862344384411,0.84
2115,Calcasieu,120.0,p_republican,USP,LA,2008,0.889720860288872,0.902606120122,0.897912057662,0.875539025298,0.84
2116,Caldwell,20.0,p_democrat,USP,LA,2008,,,,,0.0
2117,Caldwell,20.0,p_republican,USP,LA,2008,,,,,0.0
2118,Cameron,14.0,p_democrat,USP,LA,2008,,,,,0.0
2119,Cameron,14.0,p_republican,USP,LA,2008,,,,,0.0
2120,Catahoula,30.0,p_democrat,USP,LA,2008,,,,,0.0
2121,Catahoula,30.0,p_republican,USP,LA,2008,0.35543564343069844,0.287194578193,0.473556580974,0.350485212323,0.39
2122,Claiborne,29.0,p_democrat,USP,LA,2008,0.8829913596222889,0.914675086951,0.919151773094,0.879514101913,0.74
2123,Claiborne,29.0,p_republican,USP,LA,2008,0.9676408674831385,0.991588953015,0.976464645009,0.961497772183,0.88
2124,Concordia,22.0,p_democrat,USP,LA,2008,0.9353448811836605,0.858839644251,0.949912171818,0.943524275019,0.76
2125,Concordia,22.0,p_republican,USP,LA,2008,,,,,0.0
2126,De Soto,53.0,p_democrat,USP,LA,2008,0.19085982678966756,0.538799047396,0.342476514881,0.169556084454,0.06
2127,De Soto,53.0,p_republican,USP,LA,2008,0.7414052203675572,0.765493502401,0.747428063508,0.73424004487,0.55
2128,East Baton Rouge,316.0,p_democrat,USP,LA,2008,0.40771207203539084,0.432005837951,0.492342927347,0.386435864207,0.63
2129,East Baton Rouge,316.0,p_republican,USP,LA,2008,0.9983510103468277,0.915361703535,0.989946728657,0.996379283618,0.96
2130,East Carroll,25.0,p_democrat,USP,LA,2008,0.49862001996744965,0.264612257805,0.61261168567,0.514123620231,0.19
2131,East Carroll,25.0,p_republican,USP,LA,2008,,,,,0.0
2132,East Feliciana,25.0,p_democrat,USP,LA,2008,,,,,0.0
2133,East Feliciana,25.0,p_republican,USP,LA,2008,0.7638888070745249,0.806270655555,0.694548275436,0.759756278872,0.8
2134,Evangeline,61.0,p_democrat,USP,LA,2008,0.33212273587269575,0.261578930222,0.326278077193,0.325863000533,0.44
2135,Evangeline,61.0,p_republican,USP,LA,2008,0.5343025812878599,0.482370636895,0.464089515881,0.532494998856,0.7
2136,Franklin,30.0,p_democrat,USP,LA,2008,0.86037439618845,0.793399822645,0.783322116164,0.862344384411,0.56
2137,Franklin,30.0,p_republican,USP,LA,2008,0.08558804387120689,0.0980915103894,0.281476739649,0.0821774649475,0.08
2138,Grant,25.0,p_democrat,USP,LA,2008,,,,,0.0
2139,Grant,25.0,p_republican,USP,LA,2008,,,,,0.0
2140,Iberia,61.0,p_democrat,USP,LA,2008,0.21636495876652978,0.205441342561,0.163420003007,0.216096081652,0.58
2141,Iberia,61.0,p_republican,USP,LA,2008,0.4063931219857602,0.405040611044,0.417996324188,0.407575944186,0.65
2142,Iberville,45.0,p_democrat,USP,LA,2008,0.17139088363646054,0.262308480381,0.201856617662,0.16260626219,0.23
2143,Iberville,45.0,p_republican,USP,LA,2008,0.8688564850732512,0.777710278327,0.892869826457,0.871205450471,0.82
2144,Jackson,30.0,p_democrat,USP,LA,2008,0.6684491069672127,0.458219250026,0.737576365323,0.671779022895,0.64
2145,Jackson,30.0,p_republican,USP,LA,2008,,,,,0.0
2146,Jefferson,270.0,p_democrat,USP,LA,2008,0.10774865030020656,0.119212884026,0.11913357107,0.0961499152132,0.14
2147,Jefferson,270.0,p_republican,USP,LA,2008,0.33074857171625865,0.240017957441,0.37791969873,0.332796548988,0.24
2148,Jefferson Davis,25.0,p_democrat,USP,LA,2008,0.9472838883742712,0.936349177293,0.95678185828,0.946307673764,0.84
2149,Jefferson Davis,25.0,p_republican,USP,LA,2008,,,,,0.0
2150,Lafayette,120.0,p_democrat,USP,LA,2008,0.002315273694624241,0.00245764206365,0.00188337087218,0.00204298965629,0.0
2151,Lafayette,120.0,p_republican,USP,LA,2008,0.09635380574531321,0.0742446313786,0.0667491694588,0.0956169399252,0.35
2152,Lafourche,72.0,p_democrat,USP,LA,2008,0.7812092570540642,0.845697468706,0.666441747953,0.761936745356,0.31
2153,Lafourche,72.0,p_republican,USP,LA,2008,0.9936992819264219,0.99556385608,0.99477694772,0.993105186878,0.97
2154,Lasalle,31.0,p_democrat,USP,LA,2008,0.6687726652822896,0.438205043611,0.627854483689,0.663967337821,0.73
2155,Lasalle,31.0,p_republican,USP,LA,2008,0.7894510299374293,0.76015837303,0.846448208099,0.793298448091,0.81
2156,Lincoln,44.0,p_democrat,USP,LA,2008,0.43149295105491475,0.544863834173,0.393226268576,0.420663011063,0.09
2157,Lincoln,44.0,p_republican,USP,LA,2008,0.6533407715746892,0.618404569968,0.562900100388,0.646583903961,0.7
2158,Livingston,73.0,p_democrat,USP,LA,2008,,,,,0.0
2159,Livingston,73.0,p_republican,USP,LA,2008,0.5314907097239703,0.535247884595,0.470183149941,0.510859065707,0.42
2160,Madison,30.0,p_democrat,USP,LA,2008,,,,,0.0
2161,Madison,30.0,p_republican,USP,LA,2008,0.14033640792678304,0.173507090485,0.871750084927,0.122325228039,0.85
2162,Morehouse,57.0,p_democrat,USP,LA,2008,0.001030928251031207,0.000305370224652,0.00128363788027,0.00105536339921,0.0
2163,Morehouse,57.0,p_republican,USP,LA,2008,0.3928321465826907,0.194576605649,0.651402189341,0.363418385291,0.5
2164,Natchitoches,52.0,p_democrat,USP,LA,2008,0.4069337251112082,0.528449830675,0.40786425916,0.389123195176,0.34
2165,Natchitoches,52.0,p_republican,USP,LA,2008,0.4033613371589232,0.480507334199,0.407500271943,0.389123195176,0.38
2166,Orleans,444.0,p_democrat,USP,LA,2008,0.5465185553403078,0.447237308185,0.730247358899,0.6239896477,0.92
2167,Orleans,444.0,p_republican,USP,LA,2008,4.838418966249027e-05,5.64528465274e-10,0.428098071204,1.60006792386e-05,0.43
2168,Ouachita,83.0,p_democrat,USP,LA,2008,0.7559723473169582,0.741814468047,0.816877602632,0.760229580739,0.73
2169,Ouachita,83.0,p_republican,USP,LA,2008,0.572528929805934,0.502362909972,0.636031410462,0.587075034735,0.85
2170,Plaquemines,20.0,p_democrat,USP,LA,2008,,,,,0.0
2171,Plaquemines,20.0,p_republican,USP,LA,2008,0.7458188900670617,0.838085939338,0.766760547683,0.739918292095,0.55
2172,Pointe Coupee,30.0,p_democrat,USP,LA,2008,0.8667887127361782,0.850599845339,0.855818334293,0.862344384411,0.66
2173,Pointe Coupee,30.0,p_republican,USP,LA,2008,0.13185177889804175,0.165383316737,0.340921311871,0.122325228039,0.04
2174,Rapides,105.0,p_democrat,USP,LA,2008,0.9548548136161802,0.983483545248,0.907714612408,0.942397839905,0.95
2175,Rapides,105.0,p_republican,USP,LA,2008,0.17373532363395394,0.186539320325,0.214852217581,0.16260626219,0.45
2176,Red River,19.0,p_democrat,USP,LA,2008,,,,,0.0
2177,Red River,19.0,p_republican,USP,LA,2008,0.9786298843644579,0.971941616717,0.979366389574,0.978684378594,0.85
2178,Richland,36.0,p_democrat,USP,LA,2008,,,,,0.0
2179,Richland,36.0,p_republican,USP,LA,2008,0.17260779460725303,0.10555061087,0.14703996929,0.167698713999,0.09
2180,Sabine,39.0,p_democrat,USP,LA,2008,0.9281986605255234,0.981579812697,0.790919232973,0.922823658079,0.85
2181,Sabine,39.0,p_republican,USP,LA,2008,0.1568804309350126,0.148583501271,0.165545568809,0.16029950131,0.31
2182,St. Bernard,38.0,p_democrat,USP,LA,2008,0.3675603010200058,0.404925266245,0.307216327723,0.359073954653,0.26
2183,St. Bernard,38.0,p_republican,USP,LA,2008,0.20202431839533985,0.156025646959,0.257391235933,0.213309305083,0.16
2184,St. Charles,47.0,p_democrat,USP,LA,2008,0.945956725347925,0.953818152259,0.95821240317,0.945014657679,0.83
2185,St. Charles,47.0,p_republican,USP,LA,2008,0.13853247888029582,0.0927828497608,0.111015055631,0.135785908134,0.3
2186,St. Helena,15.0,p_democrat,USP,LA,2008,,,,,0.0
2187,St. Helena,15.0,p_republican,USP,LA,2008,,,,,0.0
2188,St. James,23.0,p_democrat,USP,LA,2008,,,,,0.0
2189,St. James,23.0,p_republican,USP,LA,2008,0.8778597040805113,0.710014518672,0.832102886575,0.883824660399,0.8
2190,St. John The Baptist,38.0,p_democrat,USP,LA,2008,,,,,0.0
2191,St. John The Baptist,38.0,p_republican,USP,LA,2008,,,,,0.0
2192,St. Landry,89.0,p_democrat,USP,LA,2008,0.6989044333759105,0.658501614045,0.756601818773,0.700004880981,0.78
2193,St. Landry,89.0,p_republican,USP,LA,2008,0.9059722721518499,0.897309473389,0.902306207024,0.901538200153,0.97
2194,St. Martin,55.0,p_democrat,USP,LA,2008,0.2539434946987838,0.443543220651,0.327773934662,0.229124658386,0.24
2195,St. Martin,55.0,p_republican,USP,LA,2008,0.9357238812541517,0.935323705593,0.928342627987,0.928428799719,0.96
2196,St. Mary,55.0,p_democrat,USP,LA,2008,0.711462409698754,0.655549151756,0.735098043147,0.712342672789,0.36
2197,St. Mary,55.0,p_republican,USP,LA,2008,0.13202572611547048,0.0853515166358,0.181925569722,0.139437794004,0.42
2198,St. Tammany,160.0,p_democrat,USP,LA,2008,0.5475372554259699,0.510814744443,0.473305722758,0.546790753501,0.45
2199,St. Tammany,160.0,p_republican,USP,LA,2008,0.7227149861358826,0.67176670449,0.672784501697,0.739918292095,0.53
2200,Tangipahoa,89.0,p_democrat,USP,LA,2008,0.018957619880507925,0.0217539431664,0.0204442033033,0.017298487059,0.03
2201,Tangipahoa,89.0,p_republican,USP,LA,2008,0.56747901149967,0.670536908416,0.651249368798,0.537546711479,0.84
2202,Tensas,18.0,p_democrat,USP,LA,2008,0.8090403377185649,0.823411580369,0.896743794112,0.804336767549,0.46
2203,Tensas,18.0,p_republican,USP,LA,2008,,,,,0.0
2204,Terrebonne,90.0,p_democrat,USP,LA,2008,0.17915950541726922,0.167669621332,0.231123722063,0.178278313758,0.03
2205,Terrebonne,90.0,p_republican,USP,LA,2008,0.9356552781788285,0.937879260835,0.953149183585,0.938161410815,1.0
2206,Union,30.0,p_democrat,USP,LA,2008,0.9494596319307438,0.938806254475,0.892368999804,0.949601996395,0.63
2207,Union,30.0,p_republican,USP,LA,2008,,,,,0.0
2208,Vermilion,60.0,p_democrat,USP,LA,2008,0.010398452702749271,0.00775767354091,0.00765124553132,0.0112498368442,0.04
2209,Vermilion,60.0,p_republican,USP,LA,2008,,,,,0.0
2210,Vernon,74.0,p_democrat,USP,LA,2008,0.3341770951346557,0.00562915551798,0.429858957305,0.304523518692,0.4
2211,Vernon,74.0,p_republican,USP,LA,2008,0.1167378306925663,0.0165035509921,0.0644483957572,0.101050220304,0.05
2212,Washington,42.0,p_democrat,USP,LA,2008,,,,,0.0
2213,Washington,42.0,p_republican,USP,LA,2008,,,,,0.0
2214,Webster,42.0,p_democrat,USP,LA,2008,0.7453216219770826,0.770088214874,0.748063140864,0.730349910662,0.72
2215,Webster,42.0,p_republican,USP,LA,2008,0.9709110564751563,0.949593456738,0.956686064433,0.972991554224,0.96
2216,West Baton Rouge,22.0,p_democrat,USP,LA,2008,0.3840102793369255,0.458142717343,0.309040485093,0.36540409283,0.06
2217,West Baton Rouge,22.0,p_republican,USP,LA,2008,,,,,0.0
2218,West Carroll,18.0,p_democrat,USP,LA,2008,,,,,0.0
2219,West Carroll,18.0,p_republican,USP,LA,2008,,,,,0.0
2220,West Feliciana,19.0,p_democrat,USP,LA,2008,0.9343006092306014,0.948925730951,0.976142401734,0.933947647259,0.87
2221,West Feliciana,19.0,p_republican,USP,LA,2008,,,,,0.0
2222,Winn,40.0,p_democrat,USP,LA,2008,0.6009609887259271,0.245595143286,0.721879217879,0.585208769383,0.9
2223,Winn,40.0,p_republican,USP,LA,2008,0.1287968902456095,0.148352290591,0.236608078986,0.122325228039,0.09
2224,AND,26.0,p_democrat,USP,ME,2008,,,,,0.0
2225,AND,26.0,p_republican,USP,ME,2008,,,,,0.0
2226,ARO,75.0,p_democrat,USP,ME,2008,0.4166418393404054,0.578734607458,0.489417169006,0.40119928658,0.6
2227,ARO,75.0,p_republican,USP,ME,2008,0.1710502819159755,0.341238880835,0.319122484334,0.14532611575,0.53
2228,CUM,69.0,p_democrat,USP,ME,2008,0.09930690256672267,0.0889003105361,0.089394927005,0.0933523839913,0.19
2229,CUM,69.0,p_republican,USP,ME,2008,0.4596712056578127,0.420050115353,0.357564577914,0.453480471183,0.38
2230,FRA,25.0,p_democrat,USP,ME,2008,,,,,0.0
2231,FRA,25.0,p_republican,USP,ME,2008,,,,,0.0
2232,HAN,45.0,p_democrat,USP,ME,2008,0.17315382465909962,0.129363888558,0.181904478941,0.183769335285,0.43
2233,HAN,45.0,p_republican,USP,ME,2008,0.4532497159107334,0.30562020115,0.454185751691,0.479268289884,0.39
2234,KEN,33.0,p_democrat,USP,ME,2008,0.5323466920651172,0.536403926374,0.56074515885,0.543333065032,0.53
2235,KEN,33.0,p_republican,USP,ME,2008,,,,,0.0
2236,KNO,18.0,p_democrat,USP,ME,2008,,,,,0.0
2237,KNO,18.0,p_republican,USP,ME,2008,,,,,0.0
2238,LIN,19.0,p_democrat,USP,ME,2008,,,,,0.0
2239,LIN,19.0,p_republican,USP,ME,2008,,,,,0.0
2240,OXF,39.0,p_democrat,USP,ME,2008,0.5128407645939932,0.48818732121,0.473994208217,0.490883595603,0.42
2241,OXF,39.0,p_republican,USP,ME,2008,0.9266230802444663,0.931634843398,0.880033219996,0.922823658079,0.88
2242,PEN,77.0,p_democrat,USP,ME,2008,0.005969591465194045,0.00732242949424,0.00457767009307,0.00537813952064,0.0
2243,PEN,77.0,p_republican,USP,ME,2008,0.8880114706669011,0.896369508772,0.883704908797,0.881013072958,0.7
2244,PIS,22.0,p_democrat,USP,ME,2008,,,,,0.0
2245,PIS,22.0,p_republican,USP,ME,2008,,,,,0.0
2246,SAG,10.0,p_democrat,USP,ME,2008,,,,,0.0
2247,SAG,10.0,p_republican,USP,ME,2008,,,,,0.0
2248,SOM,35.0,p_democrat,USP,ME,2008,0.6961658094146825,0.638613044686,0.700283239097,0.696376097241,0.22
2249,SOM,35.0,p_republican,USP,ME,2008,0.5732899159239978,0.555424346152,0.609799068354,0.577843933466,0.26
2250,WAL,29.0,p_democrat,USP,ME,2008,0.6740916166649324,0.674944203442,0.77706020259,0.687240026284,0.37
2251,WAL,29.0,p_republican,USP,ME,2008,,,,,0.0
2252,WAS,51.0,p_democrat,USP,ME,2008,0.6041849351693807,0.734856069114,0.668224534772,0.5720813486,0.72
2253,WAS,51.0,p_republican,USP,ME,2008,0.546291253715708,0.584092122882,0.74336210667,0.53217143103,0.75
2254,YOR,49.0,p_democrat,USP,ME,2008,0.409256814035492,0.413670464235,0.455844512504,0.422342022431,0.48
2255,YOR,49.0,p_republican,USP,ME,2008,0.6403730111710775,0.647329657023,0.628892133723,0.666838425746,0.27
2256,1.0,12.0,p_democrat,USP,MI,2008,,,,,0.0
2257,1.0,12.0,p_republican,USP,MI,2008,,,,,0.0
2258,2.0,10.0,p_democrat,USP,MI,2008,,,,,0.0
2259,2.0,10.0,p_republican,USP,MI,2008,,,,,0.0
2260,3.0,52.0,p_democrat,USP,MI,2008,,,,,0.0
2261,3.0,52.0,p_republican,USP,MI,2008,0.5004127209237583,0.530692247819,0.590673249107,0.495898382568,0.75
2262,4.0,20.0,p_democrat,USP,MI,2008,,,,,0.0
2263,4.0,20.0,p_republican,USP,MI,2008,0.7449011414191901,0.69817130796,0.772382788083,0.739918292095,0.62
2264,5.0,15.0,p_democrat,USP,MI,2008,,,,,0.0
2265,5.0,15.0,p_republican,USP,MI,2008,,,,,0.0
2266,6.0,27.0,p_democrat,USP,MI,2008,,,,,0.0
2267,6.0,27.0,p_republican,USP,MI,2008,,,,,0.0
2268,7.0,8.0,p_democrat,USP,MI,2008,,,,,0.0
2269,7.0,8.0,p_republican,USP,MI,2008,,,,,0.0
2270,8.0,36.0,p_democrat,USP,MI,2008,0.06219511013811409,0.0549256530498,0.148112378357,0.0623835453918,0.14
2271,8.0,36.0,p_republican,USP,MI,2008,0.5445197916900993,0.516432647189,0.688178289299,0.545381262238,0.54
2272,9.0,69.0,p_democrat,USP,MI,2008,0.6148318183043402,0.617231368962,0.576761043883,0.597950361806,0.58
2273,9.0,69.0,p_republican,USP,MI,2008,0.8371967038922867,0.835558397957,0.808589812544,0.854035561973,0.89
2274,10.0,13.0,p_democrat,USP,MI,2008,,,,,0.0
2275,10.0,13.0,p_republican,USP,MI,2008,,,,,0.0
2276,11.0,81.0,p_democrat,USP,MI,2008,0.6025426478871708,0.568195445811,0.483990568383,0.583297589591,0.55
2277,11.0,81.0,p_republican,USP,MI,2008,0.01731977725780402,0.0184466795389,0.00706551398294,0.0145248848042,0.03
2278,12.0,24.0,p_democrat,USP,MI,2008,0.3422306243815445,0.313891925519,0.196904235514,0.33716195598,0.07
2279,12.0,24.0,p_republican,USP,MI,2008,0.938244556751118,0.937233704855,0.927084117426,0.941144410041,0.73
2280,13.0,73.0,p_democrat,USP,MI,2008,0.5950019070067829,0.324302768121,0.312279527452,0.566182572052,0.25
2281,13.0,73.0,p_republican,USP,MI,2008,0.4522764161221128,0.252948146301,0.342957140158,0.432231632307,0.59
2282,14.0,25.0,p_democrat,USP,MI,2008,0.45552526528964987,0.499830143957,0.443354516919,0.437274188914,0.48
2283,14.0,25.0,p_republican,USP,MI,2008,,,,,0.0
2284,15.0,20.0,p_democrat,USP,MI,2008,,,,,0.0
2285,15.0,20.0,p_republican,USP,MI,2008,,,,,0.0
2286,16.0,24.0,p_democrat,USP,MI,2008,0.4696206100969422,0.429769085711,0.429189493882,0.484645885826,0.22
2287,16.0,24.0,p_republican,USP,MI,2008,,,,,0.0
2288,17.0,20.0,p_democrat,USP,MI,2008,0.3492544715156736,0.347044719773,0.413514678407,0.350485212323,0.28
2289,17.0,20.0,p_republican,USP,MI,2008,,,,,0.0
2290,18.0,27.0,p_democrat,USP,MI,2008,0.8232265030839083,0.849552485389,0.826424924531,0.814522214755,0.76
2291,18.0,27.0,p_republican,USP,MI,2008,0.5862429549478531,0.582733655495,0.562282341746,0.590949228183,0.63
2292,19.0,32.0,p_democrat,USP,MI,2008,,,,,0.0
2293,19.0,32.0,p_republican,USP,MI,2008,,,,,0.0
2294,20.0,11.0,p_democrat,USP,MI,2008,,,,,0.0
2295,20.0,11.0,p_republican,USP,MI,2008,,,,,0.0
2296,21.0,35.0,p_democrat,USP,MI,2008,0.5860577965948233,0.592459985529,0.573546017218,0.577843933466,0.38
2297,21.0,35.0,p_republican,USP,MI,2008,0.5342309197273913,0.521444706625,0.460692037828,0.519816338828,0.48
2298,22.0,20.0,p_democrat,USP,MI,2008,,,,,0.0
2299,22.0,20.0,p_republican,USP,MI,2008,,,,,0.0
2300,23.0,66.0,p_democrat,USP,MI,2008,0.41856559134961774,0.376267676745,0.325994002401,0.396416036463,0.59
2301,23.0,66.0,p_republican,USP,MI,2008,0.809569781999309,0.78820457614,0.753183938001,0.815438886624,0.88
2302,24.0,25.0,p_democrat,USP,MI,2008,0.4322030913467347,0.383004415433,0.555593543253,0.437274188914,0.27
2303,24.0,25.0,p_republican,USP,MI,2008,0.7661179405045341,0.79438461324,0.735627076086,0.759756278872,0.52
2304,25.0,232.0,p_democrat,USP,MI,2008,0.4330655614785148,0.439281859279,0.467777922025,0.418399329901,0.32
2305,25.0,232.0,p_republican,USP,MI,2008,0.30650860326826457,0.207296421752,0.325582796656,0.351882807259,0.2
2306,26.0,22.0,p_democrat,USP,MI,2008,0.5363751414931737,0.528660438669,0.678176408402,0.53414621691,0.52
2307,26.0,22.0,p_republican,USP,MI,2008,,,,,0.0
2308,27.0,12.0,p_democrat,USP,MI,2008,,,,,0.0
2309,27.0,12.0,p_republican,USP,MI,2008,,,,,0.0
2310,28.0,36.0,p_democrat,USP,MI,2008,,,,,0.0
2311,28.0,36.0,p_republican,USP,MI,2008,0.7631395140307647,0.764422614631,0.837451207748,0.772760275073,0.37
2312,29.0,25.0,p_democrat,USP,MI,2008,,,,,0.0
2313,29.0,25.0,p_republican,USP,MI,2008,0.7554384048060058,0.750428459258,0.769797754933,0.759756278872,0.48
2314,30.0,25.0,p_democrat,USP,MI,2008,,,,,0.0
2315,30.0,25.0,p_republican,USP,MI,2008,,,,,0.0
2316,31.0,33.0,p_democrat,USP,MI,2008,0.6597297910494463,0.636399279817,0.646564585974,0.668635631647,0.46
2317,31.0,33.0,p_republican,USP,MI,2008,,,,,0.0
2318,32.0,30.0,p_democrat,USP,MI,2008,0.7369608345021138,0.703683803588,0.716942283089,0.739918292095,0.44
2319,32.0,30.0,p_republican,USP,MI,2008,0.9120643766282588,0.911957989684,0.922337282976,0.911412526832,0.79
2320,33.0,135.0,p_democrat,USP,MI,2008,0.2835063320580434,0.251835886741,0.25636427488,0.286000642977,0.25
2321,33.0,135.0,p_republican,USP,MI,2008,0.7498202744142157,0.694681750625,0.719848268744,0.728748371478,0.49
2322,34.0,32.0,p_democrat,USP,MI,2008,0.6452386007970936,0.644998043994,0.660156537811,0.663129643407,0.56
2323,34.0,32.0,p_republican,USP,MI,2008,,,,,0.0
2324,35.0,19.0,p_democrat,USP,MI,2008,,,,,0.0
2325,35.0,19.0,p_republican,USP,MI,2008,,,,,0.0
2326,36.0,15.0,p_democrat,USP,MI,2008,,,,,0.0
2327,36.0,15.0,p_republican,USP,MI,2008,,,,,0.0
2328,37.0,30.0,p_democrat,USP,MI,2008,,,,,0.0
2329,37.0,30.0,p_republican,USP,MI,2008,0.8607423770360106,0.814701116935,0.852607244797,0.862344384411,0.77
2330,38.0,87.0,p_democrat,USP,MI,2008,0.5555575399368741,0.553434340484,0.561196810329,0.575139895869,0.23
2331,38.0,87.0,p_republican,USP,MI,2008,0.6163475141105474,0.610135170315,0.650289394276,0.622761279269,0.39
2332,39.0,126.0,p_democrat,USP,MI,2008,0.3666680205244352,0.355411499867,0.354888743238,0.401478709234,0.69
2333,39.0,126.0,p_republican,USP,MI,2008,0.3429620343131087,0.330454777447,0.288458750946,0.360862866429,0.23
2334,40.0,14.0,p_democrat,USP,MI,2008,,,,,0.0
2335,40.0,14.0,p_republican,USP,MI,2008,,,,,0.0
2336,41.0,288.0,p_democrat,USP,MI,2008,0.132566984027093,0.131970763719,0.103782676819,0.119391625163,0.04
2337,41.0,288.0,p_republican,USP,MI,2008,0.8985647098845317,0.892044081264,0.934479226736,0.905842537209,0.92
2338,42.0,5.0,p_democrat,USP,MI,2008,,,,,0.0
2339,42.0,5.0,p_republican,USP,MI,2008,,,,,0.0
2340,43.0,19.0,p_democrat,USP,MI,2008,,,,,0.0
2341,43.0,19.0,p_republican,USP,MI,2008,,,,,0.0
2342,44.0,37.0,p_democrat,USP,MI,2008,0.7970812180959447,0.797081218096,0.794132037021,0.795101550462,0.57
2343,44.0,37.0,p_republican,USP,MI,2008,0.9468201934875479,0.946971876812,0.961074816504,0.9526090879,0.92
2344,45.0,16.0,p_democrat,USP,MI,2008,,,,,0.0
2345,45.0,16.0,p_republican,USP,MI,2008,,,,,0.0
2346,46.0,47.0,p_democrat,USP,MI,2008,0.3704499845255919,0.337890808737,0.381104249294,0.366208765162,0.38
2347,46.0,47.0,p_republican,USP,MI,2008,0.11874412959158584,0.124979780359,0.0972834958287,0.10595150271,0.25
2348,47.0,98.0,p_democrat,USP,MI,2008,0.7339975338164147,0.730857727104,0.831562724117,0.77210152198,0.83
2349,47.0,98.0,p_republican,USP,MI,2008,0.789629276925386,0.789939274976,0.724581395359,0.77210152198,0.65
2350,48.0,4.0,p_democrat,USP,MI,2008,,,,,0.0
2351,48.0,4.0,p_republican,USP,MI,2008,,,,,0.0
2352,49.0,15.0,p_democrat,USP,MI,2008,,,,,0.0
2353,49.0,15.0,p_republican,USP,MI,2008,,,,,0.0
2354,50.0,451.0,p_democrat,USP,MI,2008,0.8616004567866271,0.863655275135,0.85367853284,0.843107250342,0.9
2355,50.0,451.0,p_republican,USP,MI,2008,0.9221516530070024,0.93239042841,0.891608092162,0.88572700435,0.73
2356,51.0,23.0,p_democrat,USP,MI,2008,,,,,0.0
2357,51.0,23.0,p_republican,USP,MI,2008,0.5249323763198401,0.490528172254,0.611602726301,0.547342590524,0.64
2358,52.0,41.0,p_democrat,USP,MI,2008,0.4090438082889401,0.434628505001,0.328511478226,0.393515962805,0.63
2359,52.0,41.0,p_republican,USP,MI,2008,0.567156654808773,0.539151902501,0.588843773859,0.58143419937,0.54
2360,53.0,27.0,p_democrat,USP,MI,2008,0.8166403129925526,0.818692005181,0.829337549343,0.814522214755,0.73
2361,53.0,27.0,p_republican,USP,MI,2008,,,,,0.0
2362,54.0,24.0,p_democrat,USP,MI,2008,,,,,0.0
2363,54.0,24.0,p_republican,USP,MI,2008,0.8864357644103711,0.876906376932,0.91968662615,0.888136587973,0.81
2364,55.0,21.0,p_democrat,USP,MI,2008,,,,,0.0
2365,55.0,21.0,p_republican,USP,MI,2008,,,,,0.0
2366,56.0,50.0,p_democrat,USP,MI,2008,0.9047016251440636,0.903565189668,0.897588389098,0.911412526832,0.61
2367,56.0,50.0,p_republican,USP,MI,2008,0.7032215391565706,0.704207042833,0.72329801563,0.699312570866,0.88
2368,57.0,17.0,p_democrat,USP,MI,2008,0.9411561431252017,0.950119091232,0.913425700731,0.936368672805,0.49
2369,57.0,17.0,p_republican,USP,MI,2008,0.9347459852131145,0.932538879702,0.932059175802,0.936368672805,0.77
2370,58.0,74.0,p_democrat,USP,MI,2008,0.4674488255564303,0.462781936696,0.381813157002,0.465157527036,0.65
2371,58.0,74.0,p_republican,USP,MI,2008,0.47524506657439436,0.493701836339,0.470048007769,0.465157527036,0.71
2372,59.0,32.0,p_democrat,USP,MI,2008,0.43430418812582317,0.389273202265,0.417056856059,0.414524521815,0.31
2373,59.0,32.0,p_republican,USP,MI,2008,0.24368028381276585,0.287235472574,0.186513656328,0.227772842619,0.48
2374,60.0,9.0,p_democrat,USP,MI,2008,,,,,0.0
2375,60.0,9.0,p_republican,USP,MI,2008,,,,,0.0
2376,61.0,81.0,p_democrat,USP,MI,2008,0.9019951808735136,0.901015010081,0.885708016772,0.889950076355,0.9
